cle,Respondent_ID,weight,A9_1_slice,A9_2_slice,A9_3_slice,A9_4_slice,A9_5_slice,A9_6_slice,A9_7_slice,A9_8_slice,A9_9_slice,A9_10_slice,A9_11_slice,A9_12_slice,A9_13_slice,A9_14_slice,A9_15_slice,A9_16_slice,A10_1_slice,A10_2_slice,A10_3_slice,A10_4_slice,A10_5_slice,A10_6_slice,A10_7_slice,A10_8_slice,A11_1_slice,A11_2_slice,A11_3_slice,A11_4_slice,A11_5_slice,A11_6_slice,A11_7_slice,A11_8_slice,A11_9_slice,A11_10_slice,A11_11_slice,A11_12_slice,A11_13_slice,cluster
4018,MET20_1031413,0.9643085747,4,4,4,4,4,3,4,4,1,3,1,4,4,4,4,4,2,2,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2
4019,MET20_1196489,0.8937904533,3,3,3,3,3,2,2,2,2,3,2,3,2,3,3,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,1
4020,MET20_7002925,0.8149973567,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,2,1,2,1,2,1,2,2,2,2,1,3,2,1,0
4021,MET20_719452,0.8247615439,3,4,4,4,2,2,3,4,2,4,3,4,4,2,4,4,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1
4022,MET20_7006114,0.9612750925,3,3,2,3,3,2,3,3,2,2,2,4,1,3,2,4,1,2,4,4,2,2,2,4,3,4,2,2,4,4,2,3,2,3,4,3,4,1
4023,MET20_80006010,0.9965400009,2,2,2,2,3,3,1,2,2,1,1,2,2,2,2,3,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4024,MET20_7007062,0.9965400009,1,2,2,2,3,2,1,2,1,1,1,3,2,1,2,1,1,2,3,1,1,3,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,3
4025,MET20_1169007,1.1614861152,3,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,3,3,2,2,2,2,0
4026,MET20_7002737,0.930184251,2,2,2,2,3,2,3,2,1,2,1,3,4,2,2,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3
4027,MET20_1608847,0.6583119793,2,3,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,1,3,1,2,4,2,4,2,2,2,3,2,2,2,2,2,2,3,2,3,1
4028,MET20_80002588,0.5345827213,2,4,4,4,3,3,4,3,3,4,2,4,4,2,2,4,2,2,3,2,1,4,2,3,2,2,2,2,2,2,3,4,3,3,3,2,3,1
4029,MET20_7006809,0.9765900354,2,2,2,2,3,3,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,0
4030,MET20_775602,0.9965400009,2,3,3,3,1,3,1,1,1,3,2,3,4,1,3,2,1,2,2,2,1,3,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,3
4031,MET20_1218325,1.1435070883,3,3,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,0
4032,MET20_80005091,1.1239197817,2,2,3,2,3,1,2,2,2,2,1,3,2,2,2,2,1,1,3,2,2,3,1,3,1,2,2,1,2,1,2,2,3,3,2,2,3,0
4033,MET20_7000340,0.8394656956,2,4,4,4,2,2,2,3,2,4,2,3,2,2,4,4,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,3,2,3,2,2,1
4034,MET20_664954,0.9157856221,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4035,MET20_425134,0.9765900354,2,3,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0
4036,MET20_1155253,0.8394656956,2,2,3,3,3,3,3,2,3,1,2,3,3,2,1,2,1,1,3,2,1,3,1,2,1,2,1,4,1,1,1,2,3,2,2,3,1,0
4037,MET20_431058,0.7980860057,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4038,MET20_1144877,0.9847421628,3,3,3,2,2,2,3,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,1
4039,MET20_80000161,0.8422381464,2,1,3,2,1,2,3,1,2,2,3,3,1,1,1,2,2,2,1,2,3,1,3,1,2,1,2,2,1,1,3,3,2,1,1,1,2,0
4040,MET20_80000458,1.0338697764,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,1,2,2,2,2,1,3,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,3
4041,MET20_1046999,0.837901566,3,3,3,3,2,3,4,3,2,3,3,3,4,4,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2
4042,MET20_256231,1.012416781,1,2,3,3,4,3,4,1,2,1,1,1,4,1,2,2,1,1,3,2,1,1,2,4,1,1,1,1,2,1,1,1,1,2,3,3,4,0
4043,MET20_1120900,0.8528399828,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,0
4044,MET20_1959257,1.4279661214,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4045,MET20_1207625,0.6791997325,2,3,3,3,2,3,2,2,1,3,1,3,1,2,2,4,2,2,2,2,2,4,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3
4046,MET20_7020039,0.7058317983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4047,MET20_264946,1.1239197817,2,3,2,2,3,1,1,2,2,2,2,3,1,2,2,3,1,2,2,2,2,3,2,3,2,2,3,2,2,3,1,3,2,2,2,2,3,0
4048,MET20_1881410,1.179990801,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,1
4049,MET20_769119,1.012416781,2,1,3,2,3,1,1,3,3,2,2,3,3,2,2,3,2,2,2,3,2,3,1,2,3,2,2,3,2,2,2,3,3,3,3,2,2,0
4050,MET20_458952,0.598301777,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0
4051,MET20_1600612,0.6583119793,2,4,4,4,3,2,4,3,1,2,1,3,4,1,2,2,1,1,2,2,2,3,1,3,2,2,2,2,1,1,1,3,3,2,2,1,3,0
4052,MET20_1160386,0.9612750925,2,3,3,2,2,1,3,3,2,3,2,3,4,2,3,2,1,2,3,2,2,3,2,3,3,2,3,2,3,2,3,3,3,2,3,2,2,1
4053,MET20_1979917,0.5206823357,3,3,3,3,3,2,3,2,2,3,1,4,3,1,3,3,2,2,3,2,1,2,2,3,1,1,1,1,1,2,1,3,1,1,2,1,2,0
4054,MET20_1265995,0.5612524165,1,1,2,2,3,4,4,2,2,2,2,2,2,2,1,3,1,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3,2,0
4055,MET20_721804,0.8149973567,2,2,2,1,2,2,3,1,1,1,1,1,2,1,2,3,1,1,2,2,1,4,2,3,2,2,1,1,1,1,1,1,2,1,2,1,3,3
4056,MET20_271629,0.6583119793,2,2,2,2,3,2,2,1,1,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,1,2,2,2,2,2,2,3,3,2,3,0
4057,MET20_427492,1.012416781,2,2,2,2,3,2,1,3,1,2,1,3,4,2,2,3,1,2,2,2,1,3,2,2,1,2,1,3,1,2,1,2,2,2,1,2,1,0
4058,MET20_1150056,1.0946952712,3,3,2,2,3,3,3,2,2,2,2,3,2,3,1,3,2,2,3,2,1,3,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,0
4059,MET20_1941347,0.9643085747,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4060,MET20_80006020,1.4391301159,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4061,MET20_550004,1.0946952712,3,4,4,3,2,2,4,3,2,3,2,3,4,2,2,3,1,2,3,2,2,2,2,4,2,3,2,3,2,2,2,2,2,2,2,1,2,1
4062,MET20_1081038,0.9965400009,3,3,3,3,3,2,4,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,1
4063,MET20_7011059,0.9847421628,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,1
4064,MET20_1220049,0.8937904533,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0
4065,MET20_471740,0.837901566,2,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4066,MET20_1081541,0.62815034,2,2,2,2,3,2,2,1,3,2,1,2,2,1,2,3,1,1,3,2,1,3,1,2,1,2,2,1,2,1,2,2,2,1,2,3,3,3
4067,MET20_7020724,0.9463951981,1,3,2,3,3,2,3,1,3,2,2,1,4,3,1,3,2,2,2,3,1,3,2,3,1,1,1,2,1,1,3,2,2,2,3,2,3,0
4068,MET20_1712433,0.7980860057,1,3,3,3,2,2,3,2,1,2,1,2,4,1,1,1,1,2,4,1,1,4,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3
4069,MET20_7009157,0.6182996491,2,3,3,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0
4070,MET20_1145049,0.6327436544,2,1,2,2,3,3,2,2,3,3,2,3,3,1,1,3,2,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,3,2,3,3,2,0
4071,MET20_7001517,0.6583119793,1,2,2,2,2,2,2,2,1,2,1,3,2,1,2,2,2,1,3,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4072,MET20_740888,1.0076397374,4,4,3,4,2,2,4,4,3,4,3,4,4,3,4,4,2,1,2,1,2,3,2,4,2,2,2,1,3,1,1,3,2,4,4,2,4,1
4073,MET20_7001575,0.7980860057,2,2,2,2,3,2,2,2,2,1,1,3,2,2,2,2,1,1,3,2,1,4,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,3
4074,MET20_1160104,0.7980860057,4,4,3,4,2,2,4,3,1,4,4,3,4,3,3,3,2,1,4,4,2,2,2,4,2,4,2,4,3,2,3,2,4,2,3,2,4,2
4075,MET20_7000165,1.0396114026,1,3,3,3,2,1,2,2,3,2,1,3,3,2,2,3,1,3,3,1,1,4,4,2,1,1,1,1,1,1,1,1,3,2,1,3,1,0
4076,MET20_7000301,1.012416781,2,3,3,3,2,1,1,2,1,3,1,3,3,1,2,2,1,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,0
4077,MET20_543406,0.7980860057,2,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,0
4078,MET20_559618,0.6947629021,2,3,2,2,4,3,1,2,1,2,1,2,3,2,2,2,2,1,2,2,1,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,0
4079,MET20_1142707,0.5022567684,2,3,2,2,3,2,1,2,2,1,1,3,2,2,2,3,1,1,3,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,3
4080,MET20_561481,0.8967423191,3,3,3,2,3,3,2,2,3,2,1,3,3,2,2,2,2,2,3,2,2,3,2,3,2,2,1,2,2,1,2,2,3,2,3,2,3,0
4081,MET20_1173363,0.8937904533,2,4,3,3,4,4,4,2,3,3,4,3,4,3,4,4,3,1,2,3,3,2,2,3,3,3,4,3,3,2,4,3,3,3,3,3,4,2
4082,MET20_1530702,0.6947629021,2,2,2,2,2,2,2,2,3,1,2,2,4,1,2,2,1,1,2,2,1,3,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,3
4083,MET20_1236590,0.8937904533,1,2,2,2,3,2,1,1,1,2,1,2,2,1,3,2,2,2,2,1,1,4,3,1,1,2,1,1,2,1,2,1,2,1,1,2,1,3
4084,MET20_1131460,0.9463951981,2,3,2,3,4,2,2,2,3,3,2,2,3,2,2,3,2,1,2,2,1,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,0
4085,MET20_1129282,0.7631943152,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,4,2,1,3,1,2,3,2,3,2,1,2,1,2,2,2,2,3,2,3,3,3,0
4086,MET20_7001399,1.6081719674,1,1,2,2,4,3,2,1,2,1,1,1,2,1,1,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4087,MET20_83154,0.6068650559,2,3,4,2,3,2,1,3,3,1,1,3,4,2,2,3,2,2,3,3,2,3,3,2,2,2,2,3,3,2,2,3,3,1,3,2,2,1
4088,MET20_1160550,0.4572221819,2,2,1,1,3,2,2,2,1,2,2,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,0
4089,MET20_1228381,1.0946952712,2,2,1,1,1,1,1,2,2,2,1,2,3,1,2,1,1,2,2,2,1,3,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,3
4090,MET20_1128938,0.8528399828,2,2,2,2,4,2,3,2,1,2,3,3,3,2,3,4,2,1,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,3,0
4091,MET20_194399,0.8247615439,2,3,2,2,3,3,1,2,2,2,2,3,3,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,0
4092,MET20_1266993,0.8422381464,2,4,3,4,2,4,3,2,2,3,2,3,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4093,MET20_89781,0.6583119793,3,4,4,3,2,2,4,3,1,3,2,3,4,1,2,4,1,1,4,2,1,3,1,4,2,2,1,1,2,2,2,3,3,2,3,3,3,1
4094,MET20_1185135,1.0610295856,3,3,3,3,2,2,3,3,2,3,2,3,4,2,3,2,3,2,2,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,2,1
4095,MET20_1980014,0.7980860057,2,2,2,2,4,2,4,3,3,2,2,3,4,3,2,3,2,2,2,2,2,3,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,0
4096,MET20_80004018,0.7058317983,1,1,1,1,3,2,1,1,2,1,1,2,2,1,1,1,1,2,3,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,3
4097,MET20_1971997,1.1435070883,3,3,1,3,3,3,1,3,1,2,1,3,1,2,3,1,1,2,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,1,2,1,2,0
4098,MET20_846958,1.180583149,2,2,2,2,3,3,2,2,2,2,1,3,3,2,2,2,1,1,2,2,2,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,0
4099,MET20_1969520,0.7229139838,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,0
4100,MET20_1956105,0.7631943152,3,4,3,3,2,2,3,3,2,3,2,4,4,3,3,3,2,1,1,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,3,1
4101,MET20_1025760,1.6045583854,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,3,4,4,3,3,2,3,4,4,4,4,4,4,4,4,2
4102,MET20_982449,0.8394656956,2,4,2,4,4,2,1,2,2,1,1,2,2,1,2,4,1,2,2,3,2,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,0
4103,MET20_80001752,1.3206386306,1,2,1,2,1,1,1,1,1,2,1,3,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,3
4104,MET20_7000884,1.1239197817,2,2,1,2,3,2,3,1,2,2,2,2,2,1,2,3,2,1,2,2,2,3,2,2,2,2,2,1,2,1,2,2,3,1,3,3,3,0
4105,MET20_7002277,0.7058317983,2,3,2,2,3,2,2,2,1,2,2,3,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,2,3,2,2,0
4106,MET20_1130298,0.5022567684,4,4,4,4,2,2,3,4,2,4,1,4,4,3,4,4,3,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4107,MET20_583577,1.0176565692,1,2,2,2,1,2,1,1,1,2,1,3,3,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,3
4108,MET20_1957137,0.6791997325,3,3,3,3,2,3,1,3,1,3,2,3,2,2,3,2,1,1,3,2,1,3,3,3,1,2,1,1,1,1,2,1,2,2,3,1,2,0
4109,MET20_7000177,0.5345827213,2,4,2,2,3,2,2,3,1,2,1,3,2,1,3,3,2,1,3,2,1,3,2,2,2,3,1,3,1,1,2,2,3,2,3,3,3,0
4110,MET20_7008431,0.4424340921,1,1,4,4,4,4,1,1,1,1,1,1,4,1,1,4,1,1,3,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,3
4111,MET20_1101703,0.8528399828,2,3,3,3,3,2,3,2,2,3,1,2,3,2,2,3,1,2,3,2,2,4,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,0
4112,MET20_666306,0.8967423191,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4113,MET20_1188411,1.4391301159,3,3,3,2,3,1,2,3,2,2,2,4,3,2,3,3,1,1,2,1,1,3,2,3,1,1,3,3,2,1,2,2,3,1,3,3,4,0
4114,MET20_1103717,0.6947629021,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,2,1
4115,MET20_595314,1.179990801,3,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1
4116,MET20_1796246,0.5022567684,1,3,2,2,2,3,3,2,3,2,2,3,2,2,1,4,2,1,2,2,1,2,3,1,1,1,3,3,3,1,3,3,3,3,1,2,2,0
4117,MET20_606674,0.837901566,2,3,4,3,2,2,4,3,2,4,2,3,4,2,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,1,2,3,3,3,3,2,2,1
4118,MET20_398083,0.930184251,2,2,3,2,3,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,0
4119,MET20_7008306,0.6791997325,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
4120,MET20_1212450,1.4391301159,3,3,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0
4121,MET20_7000892,0.8528399828,2,3,2,1,2,2,4,2,2,3,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,1,3,0
4122,MET20_1890601,5.9697417571,4,4,4,4,3,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,4,4,4,3,2,3,2
4123,MET20_1009468,1.0239963436,2,2,3,3,3,2,1,3,3,3,2,3,4,2,2,4,2,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,2,3,2,2,0
4124,MET20_282808,0.6791997325,1,3,2,2,2,1,1,1,1,1,1,2,3,1,3,1,1,2,3,2,1,4,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,3
4125,MET20_1131569,1.6045583854,4,4,4,4,4,1,4,4,4,4,4,4,4,1,1,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4126,MET20_1269526,1.0239963436,2,3,2,2,2,3,2,2,1,2,1,2,2,2,2,3,1,1,3,2,1,3,2,4,2,2,2,2,2,3,2,3,2,2,3,2,3,0
4127,MET20_80005362,1.0076397374,3,3,3,2,2,2,4,3,3,1,2,3,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1
4128,MET20_7008059,0.7645292953,2,3,2,2,2,1,1,2,1,2,1,3,2,1,2,1,1,2,3,1,1,4,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,3
4129,MET20_438350,1.0076397374,3,3,3,3,2,3,3,4,2,3,2,3,4,2,2,3,2,2,3,3,2,2,3,2,3,2,2,3,2,3,3,3,2,2,2,2,3,1
4130,MET20_494510,0.6947629021,2,3,3,3,4,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,3,2,3,3,2,0
4131,MET20_1188031,0.6791997325,2,2,1,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,0
4132,MET20_1612708,0.9617576466,2,3,2,2,2,2,2,1,2,2,1,3,4,1,3,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,3
4133,MET20_1157168,1.3100912782,3,3,3,3,3,2,2,4,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,1
4134,MET20_776981,1.055956908,2,3,2,2,3,2,1,2,2,2,1,3,2,2,2,1,1,2,2,2,1,3,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,3
4135,MET20_7005060,0.930184251,2,1,2,3,3,3,1,1,1,2,1,3,4,1,1,3,1,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3
4136,MET20_7004268,0.6583119793,2,2,2,2,3,2,3,2,3,2,1,2,4,2,2,3,2,2,2,2,1,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,0
4137,MET20_307132,0.837901566,2,3,3,3,2,2,4,2,2,3,1,3,3,1,3,4,2,1,3,2,1,4,3,3,1,1,2,1,1,1,3,1,2,1,2,2,3,0
4138,MET20_1240022,1.0564869918,2,3,1,2,3,3,1,2,3,2,1,3,3,1,1,2,2,2,2,2,2,3,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,0
4139,MET20_1199269,0.7954229017,3,3,3,4,1,2,1,2,1,3,1,4,3,2,3,2,1,2,2,2,2,3,3,1,1,1,2,1,2,1,1,1,2,1,2,1,1,0
4140,MET20_1192504,0.7470769429,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4141,MET20_1256010,1.4391301159,2,3,2,2,4,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4142,MET20_1229884,0.4868106265,2,2,2,1,2,2,3,3,1,2,1,3,2,2,2,3,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0
4143,MET20_7000065,1.055956908,2,2,3,3,3,2,3,2,1,2,3,3,4,2,1,3,1,1,3,2,1,2,1,3,1,2,2,3,2,2,1,2,1,1,1,1,1,0
4144,MET20_1224349,0.930184251,4,4,3,3,3,3,3,4,3,4,3,4,4,4,2,4,3,2,2,3,3,1,3,3,3,4,3,3,4,3,4,4,4,3,4,3,3,2
4145,MET20_430415,0.837901566,3,3,4,3,2,2,4,4,2,4,3,3,4,3,3,3,2,2,2,3,2,2,2,4,2,3,2,3,2,2,2,2,2,2,3,2,3,1
4146,MET20_1058779,0.9770802775,1,4,3,3,3,1,2,2,2,2,1,3,2,1,1,4,1,2,3,1,1,4,2,3,2,2,1,1,2,1,1,2,1,1,2,1,2,3
4147,MET20_1228331,0.930184251,1,1,2,2,3,2,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,4,4,3,2,2,1,2,2,4,1,2,2,2,2,1,2,0
4148,MET20_1167423,0.8247615439,2,3,3,4,2,3,1,2,3,2,1,2,2,1,2,2,2,1,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,1,3,3,2,0
4149,MET20_28597,0.9965400009,2,1,3,3,3,2,1,2,2,3,1,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,0
4150,MET20_1147854,1.0564869918,3,4,4,3,3,2,2,3,3,2,2,3,3,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1
4151,MET20_1198535,0.8247615439,2,3,3,2,2,2,3,2,2,2,1,2,3,1,2,3,2,2,3,2,2,4,2,3,1,1,1,1,1,1,2,1,2,2,2,2,2,0
4152,MET20_7018240,1.0076397374,2,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4153,MET20_544363,0.7980860057,2,3,2,2,2,2,2,2,2,2,1,3,2,1,3,3,2,3,3,2,2,2,3,2,2,2,1,2,1,1,2,1,2,2,2,2,1,0
4154,MET20_7005313,0.7058317983,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,3,2,1,2,2,3,1,2,3,1,2,2,2,3
4155,MET20_1391600,0.8247615439,2,3,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4156,MET20_1044787,1.180583149,2,2,2,2,2,2,1,2,2,2,2,3,1,2,3,1,2,1,1,3,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,3
4157,MET20_1149529,0.9612750925,2,3,4,3,2,2,4,3,2,2,2,4,4,3,3,1,1,1,2,1,2,3,2,1,3,3,2,3,2,4,2,3,3,2,2,1,3,1
4158,MET20_1199905,3.5210528854,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0
4159,MET20_323214,1.012416781,1,1,1,1,4,2,3,1,2,2,2,1,2,1,1,2,1,2,2,2,1,3,1,3,1,1,1,2,1,1,1,2,2,1,2,2,2,3
4160,MET20_1235303,1.161725334,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,1
4161,MET20_688896,0.9643085747,3,3,4,3,3,3,4,3,3,4,4,4,4,3,3,4,2,2,3,3,3,3,2,4,4,2,4,4,4,4,4,4,4,4,3,4,4,2
4162,MET20_1539,0.925195291,3,3,4,4,3,2,4,3,3,2,2,4,4,2,3,4,2,1,2,2,1,3,1,3,2,2,2,2,2,2,2,2,3,2,2,3,2,1
4163,MET20_89567,0.9059973118,2,4,2,3,2,2,2,2,2,3,2,3,4,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0
